epoch,input_type,metric_name,layer,value
0,train,loss,,4.819755554199219
0,test,loss,,4.912627220153809
0,train,accuracy,,0.012756627053022385
0,test,accuracy,,0.0063770427368581295
0,general,weights_l2,embedding.weight,121.22036743164062
0,general,weights_l2,transformer.layers.0.self_attn.in_proj_weight,13.839323043823242
0,general,weights_l2,transformer.layers.0.self_attn.in_proj_bias,0.019364917650818825
0,general,weights_l2,transformer.layers.0.self_attn.out_proj.weight,6.516962051391602
0,general,weights_l2,transformer.layers.0.self_attn.out_proj.bias,0.011313708499073982
0,general,weights_l2,transformer.layers.0.linear1.weight,26.10681915283203
0,general,weights_l2,transformer.layers.0.linear1.bias,2.296036720275879
0,general,weights_l2,transformer.layers.0.linear2.weight,6.534258842468262
0,general,weights_l2,transformer.layers.0.linear2.bias,0.14102472364902496
0,general,weights_l2,transformer.layers.0.norm1.weight,11.297273635864258
0,general,weights_l2,transformer.layers.0.norm1.bias,0.011313709430396557
0,general,weights_l2,transformer.layers.0.norm2.weight,11.28542423248291
0,general,weights_l2,transformer.layers.0.norm2.bias,0.011313709430396557
0,general,weights_l2,linear.weight,6.123171329498291
0,general,weights_l2,linear.bias,0.5507873296737671
0,train,zero_terms,,0.0
0,train,softmax_collapse,,0.0
1,train,loss,,0.0169906634837389
1,test,loss,,7.518862247467041
1,train,accuracy,,1.0
1,test,accuracy,,0.000664275255985558
1,general,weights_l2,embedding.weight,91.81851196289062
1,general,weights_l2,transformer.layers.0.self_attn.in_proj_weight,18.589988708496094
1,general,weights_l2,transformer.layers.0.self_attn.in_proj_bias,0.7710704803466797
1,general,weights_l2,transformer.layers.0.self_attn.out_proj.weight,8.344576835632324
1,general,weights_l2,transformer.layers.0.self_attn.out_proj.bias,0.17083865404129028
1,general,weights_l2,transformer.layers.0.linear1.weight,32.359092712402344
1,general,weights_l2,transformer.layers.0.linear1.bias,2.4875800609588623
1,general,weights_l2,transformer.layers.0.linear2.weight,17.224332809448242
1,general,weights_l2,transformer.layers.0.linear2.bias,0.10312194377183914
1,general,weights_l2,transformer.layers.0.norm1.weight,8.286812782287598
1,general,weights_l2,transformer.layers.0.norm1.bias,0.25675055384635925
1,general,weights_l2,transformer.layers.0.norm2.weight,10.369504928588867
1,general,weights_l2,transformer.layers.0.norm2.bias,0.4076281487941742
1,general,weights_l2,linear.weight,16.889263153076172
1,general,weights_l2,linear.bias,0.4918041229248047
1,train,zero_terms,,0.0
1,train,softmax_collapse,,0.0
2,train,loss,,0.004264862276613712
2,test,loss,,7.357465744018555
2,train,accuracy,,1.0
2,test,accuracy,,0.0007971303421072662
2,general,weights_l2,embedding.weight,69.34185791015625
2,general,weights_l2,transformer.layers.0.self_attn.in_proj_weight,18.98838233947754
2,general,weights_l2,transformer.layers.0.self_attn.in_proj_bias,0.9020048975944519
2,general,weights_l2,transformer.layers.0.self_attn.out_proj.weight,8.072372436523438
2,general,weights_l2,transformer.layers.0.self_attn.out_proj.bias,0.12022138386964798
2,general,weights_l2,transformer.layers.0.linear1.weight,30.457910537719727
2,general,weights_l2,transformer.layers.0.linear1.bias,2.3763699531555176
2,general,weights_l2,transformer.layers.0.linear2.weight,18.39761734008789
2,general,weights_l2,transformer.layers.0.linear2.bias,0.07859811931848526
2,general,weights_l2,transformer.layers.0.norm1.weight,6.053564071655273
2,general,weights_l2,transformer.layers.0.norm1.bias,0.28229019045829773
2,general,weights_l2,transformer.layers.0.norm2.weight,9.169793128967285
2,general,weights_l2,transformer.layers.0.norm2.bias,0.3216574490070343
2,general,weights_l2,linear.weight,20.63431739807129
2,general,weights_l2,linear.bias,0.3998449146747589
2,train,zero_terms,,0.0
2,train,softmax_collapse,,0.0
3,train,loss,,0.001976383849978447
3,test,loss,,6.325673580169678
3,train,accuracy,,1.0
3,test,accuracy,,0.0049156369641423225
3,general,weights_l2,embedding.weight,52.521060943603516
3,general,weights_l2,transformer.layers.0.self_attn.in_proj_weight,19.460800170898438
3,general,weights_l2,transformer.layers.0.self_attn.in_proj_bias,0.9700688719749451
3,general,weights_l2,transformer.layers.0.self_attn.out_proj.weight,7.863022804260254
3,general,weights_l2,transformer.layers.0.self_attn.out_proj.bias,0.07989452034235
3,general,weights_l2,transformer.layers.0.linear1.weight,28.55215072631836
3,general,weights_l2,transformer.layers.0.linear1.bias,2.1192567348480225
3,general,weights_l2,transformer.layers.0.linear2.weight,19.341821670532227
3,general,weights_l2,transformer.layers.0.linear2.bias,0.06188148632645607
3,general,weights_l2,transformer.layers.0.norm1.weight,4.422970771789551
3,general,weights_l2,transformer.layers.0.norm1.bias,0.2225133627653122
3,general,weights_l2,transformer.layers.0.norm2.weight,8.352202415466309
3,general,weights_l2,transformer.layers.0.norm2.bias,0.26522260904312134
